"id";"data_criacao";"semente";"data_encerramento";"data_parou_comprar";"dias_sem_compra"
4992;"2020-10-16";50;;;
4993;"2020-07-15";49;;;
4994;"2022-12-12";53;;;
4995;"2018-09-17";77;;;
4996;"2022-03-18";69;;;
4997;"2019-03-25";20;;"2022-10-05";76
4998;"2021-11-05";92;;;
4999;"2021-01-03";24;;"2022-10-29";52
5000;"2020-12-10";85;;;
5001;"2018-03-11";57;;;
5002;"2022-01-25";98;;;
5003;"2020-01-20";92;;;
5004;"2020-10-23";72;;;
5005;"2020-07-06";9;;"2022-06-11";192
5006;"2018-11-10";59;;;
5007;"2021-06-10";94;;;
5008;"2021-12-01";72;;;
5009;"2022-03-05";33;;;
5010;"2021-02-16";17;;"2021-12-05";380
5011;"2019-07-04";52;;;
5012;"2020-09-25";83;;;
5013;"2022-01-05";79;;;
5014;"2019-03-18";90;;;
5015;"2022-01-25";68;;;
5016;"2021-02-10";63;;;
5017;"2019-01-08";7;;"2022-03-27";268
5018;"2021-11-14";79;;;
5019;"2022-08-04";72;;;
5020;"2022-05-25";88;;;
5021;"2020-10-21";9;;"2021-12-20";365
5022;"2020-02-10";80;;;
5023;"2020-03-21";20;;"2022-06-10";193
5024;"2018-05-18";57;;;
5025;"2020-02-02";97;;;
5026;"2020-11-17";24;;"2021-11-30";385
5027;"2022-07-15";5;"2022-09-11";"2021-12-04";281
5028;"2021-04-08";72;;;
5029;"2019-10-05";19;;"2022-09-30";81
5030;"2020-07-30";74;;;
5031;"2019-03-31";97;;;
5032;"2019-11-26";74;;;
5033;"2019-09-05";5;"2022-12-12";"2021-12-26";351
5034;"2021-04-01";86;;;
5035;"2022-08-30";76;;;
5036;"2022-02-21";12;;"2022-04-04";260
5037;"2022-01-21";68;;;
5038;"2021-02-18";59;;;
5039;"2021-02-03";91;;;
5040;"2021-04-06";72;;;
5041;"2019-04-18";1;"2022-11-07";"2022-01-09";302
5042;"2022-07-20";13;;"2022-11-19";31
5043;"2019-01-12";32;;;
5044;"2018-05-05";10;;"2022-07-14";159
5045;"2018-10-16";84;;;
5046;"2018-02-17";42;;;
5047;"2021-05-28";12;;"2022-01-11";343
5048;"2019-10-05";87;;;
5049;"2021-12-14";92;;;
5050;"2021-01-11";7;;"2022-01-08";346
5051;"2019-03-10";65;;;
5052;"2019-10-17";73;;;
5053;"2018-03-04";14;;"2021-10-25";421
5054;"2021-05-11";42;;;
5055;"2020-02-13";13;;"2022-06-14";189
5056;"2020-03-18";45;;;
5057;"2019-04-10";55;;;
5058;"2019-09-09";48;;;
5059;"2018-07-07";92;;;
5060;"2020-12-24";29;;;
5061;"2022-03-21";19;;"2021-11-30";385
5062;"2019-09-16";63;;;
5063;"2022-10-31";6;;"2022-03-22";273
5064;"2018-12-05";87;;;
5065;"2022-11-27";7;;"2022-07-29";144
5066;"2022-07-11";21;;"2022-07-29";144
5067;"2018-02-07";62;;;
5068;"2021-12-29";47;;;
5069;"2020-09-10";13;;"2022-04-05";259
5070;"2021-02-23";67;;;
5071;"2020-04-16";9;;"2022-04-12";252
5072;"2021-12-09";98;;;
5073;"2020-09-23";63;;;
5074;"2021-04-09";46;;;
5075;"2022-03-26";79;;;
5076;"2021-06-20";60;;;
5077;"2021-05-09";14;;"2022-01-05";349
5078;"2020-09-01";20;;"2022-10-09";72
5079;"2018-04-06";41;;;
5080;"2020-05-04";51;;;
5081;"2018-09-24";7;;"2022-05-05";229
5082;"2019-05-26";20;;"2022-10-15";66
5083;"2022-01-30";86;;;
5084;"2018-11-08";25;;"2022-10-07";74
5085;"2022-09-15";23;;"2022-01-13";341
5086;"2019-03-26";40;;;
5087;"2021-01-05";36;;;
5088;"2019-01-04";22;;"2022-03-10";285
5089;"2020-11-13";35;;;
5090;"2021-06-24";50;;;
5091;"2021-12-10";53;;;
5092;"2020-02-13";95;;;
5093;"2018-03-21";18;;"2021-10-29";417
5094;"2021-10-22";16;;"2022-10-04";77
5095;"2020-12-30";7;;"2022-12-01";19
5096;"2018-02-27";64;;;
5097;"2021-05-13";96;;;
5098;"2021-01-19";16;;"2022-03-31";264
5099;"2022-02-06";55;;;
5100;"2019-02-03";98;;;
5101;"2019-03-27";20;;"2022-06-27";176
5102;"2019-06-05";55;;;
5103;"2018-01-24";92;;;
5104;"2021-11-29";90;;;
5105;"2022-08-24";6;;"2022-01-27";327
5106;"2022-03-31";4;"2022-08-18";"2021-09-04";348
5107;"2020-05-31";57;;;
5108;"2021-01-11";99;;;
5109;"2019-12-13";5;"2022-09-14";"2022-02-14";212
5110;"2020-08-16";2;"2022-10-12";"2022-02-14";240
5111;"2018-05-27";26;;;
5112;"2020-08-18";88;;;
5113;"2021-12-22";7;;"2022-06-21";182
5114;"2022-06-08";1;"2022-12-13";"2021-12-23";355
5115;"2021-06-07";38;;;
5116;"2021-09-18";8;;"2022-04-28";236
5117;"2018-09-12";13;;"2022-08-01";141
5118;"2019-06-25";17;;"2022-08-28";114
5119;"2022-09-04";73;;;
5120;"2021-07-08";27;;;
5121;"2022-11-29";98;;;
5122;"2021-08-25";17;;"2022-07-19";154
5123;"2018-09-02";50;;;
5124;"2018-02-28";45;;;
5125;"2020-06-27";50;;;
5126;"2021-08-14";2;"2022-08-01";"2021-11-02";272
5127;"2018-04-08";6;;"2021-12-08";377
5128;"2018-11-20";3;"2022-07-24";"2021-12-23";213
5129;"2019-09-15";58;;;
5130;"2022-04-27";30;;;
5131;"2019-12-06";28;;;
5132;"2020-11-20";19;;"2022-10-05";76
5133;"2018-10-11";45;;;
5134;"2019-12-12";17;;"2022-10-11";70
5135;"2019-11-01";17;;"2022-03-15";280
5136;"2018-06-16";43;;;
5137;"2019-03-24";5;"2022-08-01";"2021-10-03";302
5138;"2022-03-14";6;;"2022-09-29";82
5139;"2021-06-08";12;;"2022-11-13";37
5140;"2021-02-14";14;;"2022-08-27";115
5141;"2019-11-10";71;;;
5142;"2021-10-15";57;;;
5143;"2018-10-15";15;;"2022-01-11";343
5144;"2018-11-12";17;;"2022-08-29";113
5145;"2021-04-04";17;;"2022-03-30";265
5146;"2022-03-04";34;;;
5147;"2022-07-13";36;;;
5148;"2021-11-26";75;;;
5149;"2018-09-08";5;"2022-09-08";"2022-02-03";217
5150;"2022-03-28";11;;"2022-07-04";169
5151;"2020-06-15";22;;"2022-05-28";206
5152;"2018-08-18";35;;;
5153;"2020-12-02";76;;;
5154;"2021-01-28";93;;;
5155;"2018-09-28";69;;;
5156;"2018-06-11";15;;"2022-09-05";106
5157;"2019-09-23";14;;"2022-06-26";177
5158;"2018-12-16";30;;;
5159;"2019-04-13";75;;;
5160;"2021-05-19";75;;;
5161;"2018-04-24";37;;;
5162;"2021-02-28";80;;;
5163;"2019-04-21";49;;;
5164;"2019-01-14";59;;;
5165;"2018-02-20";12;;"2022-07-13";160
5166;"2021-01-31";46;;;
5167;"2019-06-11";14;;"2021-12-02";383
5168;"2019-04-25";47;;;
5169;"2020-04-26";99;;;
5170;"2022-10-30";71;;;
5171;"2022-05-21";76;;;
5172;"2022-02-15";66;;;
5173;"2021-08-26";88;;;
5174;"2018-03-17";67;;;
5175;"2022-12-09";17;;"2021-11-30";385
5176;"2019-12-10";96;;;
5177;"2022-04-30";40;;;
5178;"2022-07-02";69;;;
5179;"2018-11-17";98;;;
5180;"2022-12-18";67;;;
5181;"2021-10-09";57;;;
5182;"2021-04-13";96;;;
5183;"2018-08-17";28;;;
5184;"2019-09-22";47;;;
5185;"2019-05-24";89;;;
5186;"2019-04-26";66;;;
5187;"2020-02-13";38;;;
5188;"2021-01-25";26;;;
5189;"2020-03-23";39;;;
5190;"2021-05-07";96;;;
5191;"2019-06-26";80;;;
5192;"2020-06-26";53;;;
5193;"2019-07-17";80;;;
5194;"2020-09-26";50;;;
5195;"2021-06-22";82;;;
5196;"2019-08-18";24;;"2021-11-06";409
5197;"2018-11-08";21;;"2022-09-06";105
5198;"2022-11-13";39;;;
5199;"2020-11-21";15;;"2022-11-23";27
5200;"2021-02-14";80;;;
5201;"2022-09-23";44;;;
5202;"2020-04-23";91;;;
5203;"2020-04-12";90;;;
5204;"2021-05-31";21;;"2022-04-09";255
5205;"2020-06-20";15;;"2022-01-12";342
5206;"2020-04-01";95;;;
5207;"2018-05-21";31;;;
5208;"2019-10-30";91;;;
5209;"2019-10-14";97;;;
5210;"2019-03-20";44;;;
5211;"2019-10-29";18;;"2022-04-24";240
5212;"2018-08-04";52;;;
5213;"2022-06-13";84;;;
5214;"2020-05-27";64;;;
5215;"2020-04-07";3;"2022-11-26";"2022-03-17";254
5216;"2018-11-15";27;;;
5217;"2021-09-01";22;;"2022-07-03";170
5218;"2022-05-02";82;;;
5219;"2021-11-21";27;;;
5220;"2018-12-04";57;;;
5221;"2020-09-18";93;;;
5222;"2018-05-29";28;;;
5223;"2021-05-12";29;;;
5224;"2022-03-17";84;;;
5225;"2021-02-03";76;;;
5226;"2019-11-13";5;"2022-11-07";"2022-03-08";244
5227;"2018-11-13";89;;;
5228;"2021-11-24";99;;;
5229;"2019-10-07";89;;;
5230;"2021-09-16";81;;;
5231;"2020-01-20";22;;"2022-03-25";270
5232;"2019-07-12";61;;;
5233;"2019-01-20";26;;;
5234;"2022-04-13";48;;;
5235;"2022-11-21";25;;"2022-10-20";61
5236;"2021-06-22";53;;;
5237;"2019-07-26";44;;;
5238;"2018-04-23";67;;;
5239;"2018-05-02";86;;;
5240;"2021-04-20";95;;;
5241;"2019-06-22";56;;;
5242;"2020-02-10";2;"2022-09-27";"2022-02-15";224
5243;"2021-11-04";91;;;
5244;"2018-12-14";6;;"2021-11-28";387
5245;"2022-06-19";9;;"2022-05-09";225
5246;"2019-02-21";93;;;
5247;"2019-10-11";42;;;
5248;"2021-03-01";81;;;
5249;"2018-07-05";83;;;
5250;"2018-09-13";20;;"2022-07-06";167
5251;"2022-01-15";31;;;
5252;"2021-03-04";31;;;
5253;"2019-01-21";52;;;
5254;"2020-06-08";32;;;
5255;"2020-05-30";12;;"2022-04-01";263
5256;"2022-02-06";36;;;
5257;"2022-04-02";33;;;
5258;"2021-03-25";33;;;
5259;"2021-01-11";50;;;
5260;"2019-01-19";78;;;
5261;"2019-12-22";4;"2022-11-19";"2021-12-23";331
5262;"2018-02-12";85;;;
5263;"2020-07-12";67;;;
5264;"2020-12-22";7;;"2022-09-23";88
5265;"2022-05-07";38;;;
5266;"2020-06-13";52;;;
5267;"2019-06-25";17;;"2021-12-21";364
5268;"2018-12-12";24;;"2022-09-28";83
5269;"2020-09-16";86;;;
5270;"2019-10-07";45;;;
5271;"2022-03-14";67;;;
5272;"2022-02-18";44;;;
5273;"2021-10-29";83;;;
5274;"2021-01-27";60;;;
5275;"2018-02-13";42;;;
5276;"2021-04-28";72;;;
5277;"2022-03-02";12;;"2022-07-23";150
5278;"2019-11-05";45;;;
5279;"2019-07-10";73;;;
5280;"2022-08-16";26;;;
5281;"2020-06-29";27;;;
5282;"2018-08-05";14;;"2021-11-20";395
5283;"2020-10-29";34;;;
5284;"2021-07-02";20;;"2022-04-30";234
5285;"2020-12-24";87;;;
5286;"2018-04-10";99;;;
5287;"2020-08-19";39;;;
5288;"2020-04-06";65;;;
5289;"2021-06-14";62;;;
5290;"2018-09-11";97;;;
5291;"2021-04-07";23;;"2022-08-30";112
5292;"2018-06-16";67;;;
5293;"2018-10-06";99;;;
5294;"2018-10-29";50;;;
5295;"2021-05-20";4;"2022-09-29";"2022-01-19";253
5296;"2018-02-22";53;;;
5297;"2021-03-24";74;;;
5298;"2022-10-25";67;;;
5299;"2019-01-15";45;;;
5300;"2018-12-21";8;;"2022-04-12";252
5301;"2019-08-13";47;;;
5302;"2018-04-10";25;;"2022-08-27";115
5303;"2018-02-19";35;;;
5304;"2018-06-23";18;;"2022-09-26";85
5305;"2021-04-18";45;;;
5306;"2018-03-16";44;;;
5307;"2021-10-01";2;"2022-07-30";"2021-09-26";307
5308;"2020-06-30";5;"2022-10-07";"2022-03-21";200
5309;"2019-12-31";58;;;
5310;"2018-04-21";85;;;
5311;"2020-02-25";64;;;
5312;"2022-06-11";93;;;
5313;"2018-11-06";45;;;
5314;"2022-12-06";78;;;
5315;"2020-12-22";3;"2022-12-15";"2022-02-23";295
5316;"2021-10-11";30;;;
5317;"2018-03-27";33;;;
5318;"2018-08-23";95;;;
5319;"2019-01-28";92;;;
5320;"2021-08-21";97;;;
5321;"2019-04-16";22;;"2022-11-19";31
5322;"2022-04-17";26;;;
5323;"2022-01-17";19;;"2022-07-18";155
5324;"2020-01-01";5;"2022-11-01";"2022-05-05";180
5325;"2018-02-25";42;;;
5326;"2020-06-18";19;;"2022-03-28";267
5327;"2020-02-04";97;;;
5328;"2021-04-30";66;;;
5329;"2020-04-24";43;;;
5330;"2021-01-31";39;;;
5331;"2022-04-01";44;;;
5332;"2021-11-16";30;;;
5333;"2021-04-22";54;;;
5334;"2022-05-03";72;;;
5335;"2022-04-21";20;;"2022-12-14";6
5336;"2019-08-21";60;;;
5337;"2022-06-28";85;;;
5338;"2021-01-31";3;"2022-11-22";"2021-12-03";354
5339;"2022-01-30";44;;;
5340;"2019-07-10";16;;"2022-11-21";29
5341;"2021-05-04";14;;"2022-02-16";307
5342;"2019-04-08";14;;"2022-03-05";290
5343;"2018-12-31";52;;;
5344;"2022-02-20";13;;"2022-04-17";247
5345;"2019-03-25";49;;;
5346;"2021-12-03";85;;;
5347;"2020-12-12";15;;"2022-12-14";6
5348;"2019-05-31";16;;"2021-10-26";420
5349;"2022-07-07";2;"2022-09-18";"2022-03-18";184
5350;"2021-12-22";20;;"2022-06-07";196
5351;"2018-01-31";63;;;
5352;"2018-11-01";77;;;
5353;"2021-04-19";87;;;
5354;"2022-01-29";43;;;
5355;"2020-10-14";41;;;
5356;"2021-05-26";53;;;
5357;"2019-07-29";24;;"2022-08-22";120
5358;"2022-10-30";73;;;
5359;"2019-10-06";14;;"2021-11-23";392
5360;"2021-11-01";19;;"2022-11-11";39
5361;"2020-12-11";83;;;
5362;"2019-01-17";11;;"2021-11-02";413
5363;"2020-09-29";30;;;
5364;"2019-04-15";44;;;
5365;"2018-05-31";78;;;
5366;"2020-01-31";63;;;
5367;"2020-11-15";10;;"2022-03-13";282
5368;"2022-11-08";51;;;
5369;"2018-03-15";20;;"2022-06-29";174
5370;"2019-12-28";58;;;
5371;"2019-05-29";15;;"2022-03-31";264
5372;"2021-06-28";9;;"2022-01-11";343
5373;"2021-03-16";5;"2022-10-22";"2021-12-30";296
5374;"2020-05-09";1;"2022-10-06";"2022-03-23";197
5375;"2020-08-29";98;;;
5376;"2022-05-21";13;;"2022-02-16";307
5377;"2019-04-24";90;;;
5378;"2018-08-23";36;;;
5379;"2018-10-31";74;;;
5380;"2018-11-10";23;;"2022-04-15";249
5381;"2022-07-27";43;;;
5382;"2018-11-12";1;"2022-12-17";"2022-01-03";348
5383;"2019-08-24";15;;"2022-04-26";238
5384;"2020-11-25";24;;"2022-07-14";159
5385;"2022-11-22";28;;;
5386;"2022-05-19";3;"2022-11-07";"2022-01-30";281
5387;"2019-05-03";12;;"2022-07-21";152
5388;"2019-07-02";25;;"2022-11-12";38
5389;"2022-03-30";16;;"2022-06-14";189
5390;"2021-01-17";72;;;
5391;"2018-05-15";86;;;
5392;"2020-03-22";32;;;
5393;"2022-01-16";38;;;
5394;"2021-01-23";46;;;
5395;"2021-06-16";71;;;
5396;"2022-05-28";78;;;
5397;"2018-03-07";84;;;
5398;"2019-05-14";65;;;
5399;"2022-04-17";53;;;
5400;"2018-05-01";40;;;
5401;"2021-04-22";80;;;
5402;"2018-09-24";46;;;
5403;"2021-10-08";36;;;
5404;"2019-07-18";21;;"2021-10-26";420
5405;"2021-01-13";92;;;
5406;"2019-06-19";86;;;
5407;"2018-12-17";9;;"2022-09-02";109
5408;"2022-04-19";86;;;
5409;"2020-01-22";66;;;
5410;"2019-09-28";39;;;
5411;"2018-03-11";85;;;
5412;"2019-08-30";90;;;
5413;"2020-07-22";35;;;
5414;"2019-10-14";18;;"2022-05-06";228
5415;"2022-07-06";97;;;
5416;"2020-06-25";99;;;
5417;"2019-03-14";76;;;
5418;"2018-11-17";23;;"2022-05-04";230
5419;"2021-12-06";16;;"2022-07-01";172
5420;"2018-06-22";4;"2022-11-03";"2021-12-27";311
5421;"2021-11-16";29;;;
5422;"2022-04-01";51;;;
5423;"2020-08-23";74;;;
5424;"2020-12-14";39;;;
5425;"2020-05-06";12;;"2022-11-11";39
5426;"2019-02-19";47;;;
5427;"2020-05-23";27;;;
5428;"2020-06-22";28;;;
5429;"2020-06-13";62;;;
5430;"2019-09-19";28;;;
5431;"2020-10-03";82;;;
5432;"2018-10-15";84;;;
5433;"2020-05-25";66;;;
5434;"2019-07-23";78;;;
5435;"2020-04-13";36;;;
5436;"2018-06-19";98;;;
5437;"2020-12-21";2;"2022-08-01";"2021-12-16";228
5438;"2021-03-12";91;;;
5439;"2022-09-18";85;;;
5440;"2018-01-24";62;;;
5441;"2022-11-20";50;;;
5442;"2022-11-08";22;;"2022-03-27";268
5443;"2019-09-04";47;;;
5444;"2020-06-22";91;;;
5445;"2019-09-02";71;;;
5446;"2019-03-21";25;;"2022-11-02";48
5447;"2022-11-27";91;;;
5448;"2020-10-25";89;;;
5449;"2020-01-18";96;;;
5450;"2021-11-14";59;;;
5451;"2021-03-29";42;;;
5452;"2018-12-16";76;;;
5453;"2021-02-25";83;;;
5454;"2018-12-01";36;;;
5455;"2021-11-11";57;;;
5456;"2018-07-13";81;;;
5457;"2020-01-01";57;;;
5458;"2019-04-15";26;;;
5459;"2020-12-15";36;;;
5460;"2022-05-27";61;;;
5461;"2020-12-13";25;;"2022-09-19";92
5462;"2018-09-29";16;;"2022-11-03";47
5463;"2018-03-23";76;;;
5464;"2018-05-19";51;;;
5465;"2020-04-02";24;;"2021-12-21";364
5466;"2020-06-16";99;;;
5467;"2018-10-18";70;;;
5468;"2018-04-05";61;;;
5469;"2018-09-07";19;;"2021-11-07";408
5470;"2018-07-17";97;;;
5471;"2018-04-10";42;;;
5472;"2018-08-09";93;;;
5473;"2018-06-05";23;;"2021-12-14";371
5474;"2019-11-24";47;;;
5475;"2021-01-10";10;;"2022-06-07";196
5476;"2020-01-18";21;;"2022-09-26";85
5477;"2021-01-24";72;;;
5478;"2020-12-19";43;;;
5479;"2022-10-25";60;;;
5480;"2018-02-23";90;;;
5481;"2019-11-15";6;;"2022-06-10";193
5482;"2021-02-01";24;;"2022-06-24";179
5483;"2019-01-21";22;;"2021-12-31";354
5484;"2018-01-21";45;;;
5485;"2021-12-15";61;;;
5486;"2022-11-13";50;;;
5487;"2018-07-16";14;;"2022-04-13";251
5488;"2018-12-27";76;;;
5489;"2019-03-09";80;;;
5490;"2021-06-11";86;;;
5491;"2018-06-04";88;;;
5492;"2022-02-01";17;;"2022-02-15";308
5493;"2022-02-20";8;;"2022-01-24";330
5494;"2018-08-07";58;;;
5495;"2022-06-02";3;"2022-09-24";"2021-11-29";299
5496;"2019-06-04";24;;"2022-05-22";212
5497;"2021-01-02";68;;;
5498;"2018-03-31";12;;"2022-11-26";24
5499;"2019-08-20";61;;;
5500;"2021-08-22";26;;;
5501;"2018-09-27";26;;;
5502;"2019-11-09";2;"2022-10-19";"2021-12-03";320
5503;"2022-03-12";54;;;
5504;"2019-02-12";9;;"2022-01-28";326
5505;"2021-09-14";81;;;
5506;"2020-04-03";55;;;
5507;"2021-02-10";37;;;
5508;"2019-10-21";62;;;
5509;"2018-04-04";46;;;
5510;"2020-12-17";54;;;
5511;"2019-11-25";55;;;
5512;"2020-01-29";8;;"2022-10-18";63
5513;"2019-01-30";69;;;
5514;"2020-11-26";40;;;
5515;"2020-01-31";65;;;
5516;"2018-01-25";91;;;
5517;"2020-10-21";11;;"2022-07-24";149
5518;"2020-07-27";19;;"2022-10-28";53
5519;"2019-01-03";99;;;
5520;"2021-12-10";68;;;
5521;"2019-01-18";31;;;
5522;"2019-05-20";22;;"2021-11-23";392
5523;"2021-01-22";8;;"2021-12-10";375
5524;"2018-03-21";62;;;
5525;"2019-12-06";96;;;
5526;"2020-07-06";3;"2022-09-11";"2021-10-02";344
5527;"2019-08-05";43;;;
5528;"2022-11-19";57;;;
5529;"2020-09-15";48;;;
5530;"2021-03-05";85;;;
5531;"2021-07-23";98;;;
5532;"2021-05-24";10;;"2022-12-03";17
5533;"2018-01-24";5;"2022-08-22";"2021-11-02";293
5534;"2020-10-13";36;;;
5535;"2022-06-18";84;;;
5536;"2021-09-19";20;;"2022-07-08";165
5537;"2018-01-27";9;;"2022-08-29";113
5538;"2020-08-09";5;"2022-12-11";"2022-04-22";233
5539;"2018-07-22";71;;;
5540;"2018-04-12";72;;;
5541;"2018-08-08";54;;;
5542;"2020-05-27";75;;;
5543;"2020-04-22";34;;;
5544;"2019-08-19";16;;"2022-01-21";333
5545;"2018-05-05";26;;;
5546;"2022-05-05";83;;;
5547;"2019-08-26";5;"2022-11-21";"2022-03-30";236
5548;"2021-02-05";89;;;
5549;"2019-12-12";50;;;
5550;"2020-08-10";19;;"2022-07-28";145
5551;"2020-01-27";46;;;
5552;"2020-12-10";40;;;
5553;"2021-12-09";35;;;
5554;"2018-03-02";48;;;
5555;"2021-02-10";90;;;
5556;"2018-11-25";37;;;
5557;"2020-08-17";29;;;
5558;"2022-08-28";23;;"2021-12-27";358
5559;"2018-10-26";49;;;
5560;"2018-05-15";68;;;
5561;"2020-11-11";13;;"2021-12-25";360
5562;"2022-04-30";3;"2022-09-09";"2022-01-08";244
5563;"2021-09-18";83;;;
5564;"2020-11-17";94;;;
5565;"2020-02-23";32;;;
5566;"2021-03-17";57;;;
5567;"2019-08-19";92;;;
5568;"2020-03-02";54;;;
5569;"2018-11-05";84;;;
5570;"2020-02-19";91;;;
5571;"2020-05-25";79;;;
5572;"2019-05-25";16;;"2022-01-09";345
5573;"2022-06-28";64;;;
5574;"2022-08-28";50;;;
5575;"2020-12-23";67;;;
5576;"2022-10-12";4;"2022-09-06";"2022-03-01";189
5577;"2022-01-11";39;;;
5578;"2022-07-31";91;;;
5579;"2020-11-28";70;;;
5580;"2019-01-03";91;;;
5581;"2020-03-21";30;;;
5582;"2022-12-07";21;;"2022-07-13";160
5583;"2021-11-25";6;;"2022-08-20";122
5584;"2019-03-12";98;;;
5585;"2018-02-17";26;;;
5586;"2020-01-17";59;;;
5587;"2020-01-17";78;;;
5588;"2020-09-15";58;;;
5589;"2019-09-25";80;;;
5590;"2020-10-24";1;"2022-10-06";"2022-04-08";181
5591;"2021-01-10";40;;;
5592;"2022-07-19";92;;;
5593;"2020-03-04";71;;;
5594;"2019-10-10";65;;;
5595;"2020-06-16";45;;;
5596;"2022-04-08";20;;"2021-12-21";364
5597;"2022-12-06";26;;;
5598;"2022-01-15";15;;"2022-02-02";321
5599;"2019-06-21";41;;;
5600;"2018-10-23";35;;;
5601;"2019-03-17";16;;"2022-11-23";27
5602;"2021-10-26";12;;"2022-12-11";9
5603;"2020-02-26";12;;"2022-12-08";12
5604;"2018-09-23";51;;;
5605;"2021-07-04";94;;;
5606;"2018-03-02";51;;;
5607;"2018-07-17";89;;;
5608;"2020-07-26";54;;;
5609;"2022-09-12";69;;;
5610;"2021-05-27";24;;"2022-06-09";194
5611;"2021-07-11";39;;;
5612;"2019-12-13";22;;"2022-04-28";236
5613;"2021-05-14";57;;;
5614;"2020-06-16";71;;;
5615;"2021-02-03";35;;;
5616;"2021-06-13";34;;;
5617;"2022-06-14";95;;;
5618;"2018-03-03";40;;;
5619;"2019-03-11";91;;;
5620;"2019-03-20";71;;;
5621;"2020-12-06";44;;;
5622;"2022-03-02";92;;;
5623;"2018-10-18";98;;;
5624;"2018-02-20";81;;;
5625;"2018-12-21";56;;;
5626;"2021-03-15";61;;;
5627;"2022-05-10";50;;;
5628;"2018-12-07";31;;;
5629;"2020-04-11";69;;;
5630;"2018-11-10";13;;"2021-12-25";360
5631;"2019-09-10";47;;;
5632;"2021-06-07";81;;;
5633;"2022-08-17";80;;;
5634;"2021-10-18";51;;;
5635;"2022-02-10";98;;;
5636;"2021-03-01";59;;;
5637;"2021-11-29";85;;;
5638;"2022-08-09";57;;;
5639;"2018-10-07";39;;;
5640;"2021-08-23";3;"2022-09-10";"2022-01-01";252
5641;"2021-01-14";76;;;
5642;"2022-03-30";81;;;
5643;"2018-08-16";24;;"2022-11-12";38
5644;"2019-06-10";37;;;
5645;"2019-09-25";94;;;
5646;"2021-09-01";96;;;
5647;"2022-11-02";43;;;
5648;"2019-03-21";3;"2022-08-01";"2021-08-23";343
5649;"2021-10-14";2;"2022-08-11";"2021-11-15";269
5650;"2019-01-22";61;;;
5651;"2020-05-20";8;;"2022-10-04";77
5652;"2019-10-01";46;;;
5653;"2018-04-04";21;;"2022-07-09";164
5654;"2021-02-16";97;;;
5655;"2019-11-03";21;;"2022-05-08";226
5656;"2019-03-07";71;;;
5657;"2019-05-14";90;;;
5658;"2019-03-24";8;;"2022-09-15";96
5659;"2020-01-23";83;;;
5660;"2021-08-04";99;;;
5661;"2020-01-14";10;;"2021-12-14";371
5662;"2021-09-13";95;;;
5663;"2020-01-22";49;;;
5664;"2019-09-11";47;;;
5665;"2020-07-12";85;;;
5666;"2019-03-16";66;;;
5667;"2022-10-23";7;;"2022-12-06";14
5668;"2019-06-23";36;;;
5669;"2018-11-03";8;;"2021-11-04";411
5670;"2018-08-11";21;;"2022-09-09";102
5671;"2018-02-24";29;;;
5672;"2021-10-30";47;;;
5673;"2022-10-20";70;;;
5674;"2018-09-22";97;;;
5675;"2018-04-20";36;;;
5676;"2019-07-26";75;;;
5677;"2022-05-05";35;;;
5678;"2018-03-04";24;;"2022-08-20";122
5679;"2020-09-25";17;;"2022-07-26";147
5680;"2021-02-28";23;;"2022-07-12";161
5681;"2019-03-08";59;;;
5682;"2018-02-24";46;;;
5683;"2022-11-11";98;;;
5684;"2019-05-23";29;;;
5685;"2021-03-24";95;;;
5686;"2019-09-25";69;;;
5687;"2020-07-08";52;;;
5688;"2022-07-18";5;"2022-11-01";"2022-02-02";272
5689;"2020-11-28";90;;;
5690;"2022-07-12";28;;;
5691;"2021-03-02";51;;;
5692;"2022-11-23";29;;;
5693;"2021-04-06";67;;;
5694;"2018-04-04";15;;"2022-02-12";311
5695;"2019-08-15";53;;;
5696;"2018-10-29";75;;;
5697;"2019-05-31";98;;;
5698;"2019-06-19";65;;;
5699;"2020-04-02";96;;;
5700;"2020-03-14";9;;"2022-03-12";283
5701;"2020-01-09";61;;;
5702;"2020-05-08";72;;;
5703;"2019-01-24";33;;;
5704;"2019-11-10";1;"2022-09-19";"2021-10-17";337
5705;"2021-01-10";51;;;
5706;"2019-04-26";16;;"2022-01-19";335
5707;"2021-05-17";15;;"2022-02-28";295
5708;"2020-05-27";88;;;
5709;"2019-06-09";20;;"2021-11-09";406
5710;"2019-02-21";18;;"2022-04-06";258
5711;"2018-08-06";44;;;
5712;"2020-07-27";22;;"2021-10-30";416
5713;"2019-03-29";88;;;
5714;"2018-06-28";80;;;
5715;"2021-11-28";6;;"2022-09-17";94
5716;"2022-06-02";7;;"2022-11-09";41
5717;"2020-03-04";58;;;
5718;"2019-06-18";26;;;
5719;"2021-12-29";65;;;
5720;"2018-02-11";34;;;
5721;"2019-01-09";28;;;
5722;"2020-03-11";55;;;
5723;"2022-12-16";28;;;
5724;"2022-03-27";27;;;
5725;"2020-05-26";17;;"2022-11-04";46
5726;"2019-08-12";69;;;
5727;"2018-02-03";99;;;
5728;"2021-10-05";39;;;
5729;"2021-01-09";89;;;
5730;"2020-04-17";81;;;
5731;"2018-12-30";26;;;
5732;"2018-01-29";53;;;
5733;"2022-08-06";17;;"2022-01-29";325
5734;"2020-01-05";57;;;
5735;"2019-11-21";13;;"2022-11-19";31
