"id";"tipo";"data_criacao";"id_associado"
5600;Conta Corrente;"2018-10-23";5600
5601;Conta Corrente;"2019-03-17";5601
5602;Conta Corrente;"2021-10-26";5602
5603;Conta Corrente;"2020-02-26";5603
5604;Conta Corrente;"2018-09-23";5604
5605;Conta Corrente;"2021-07-04";5605
5606;Conta Corrente;"2018-03-02";5606
5607;Conta Corrente;"2018-07-17";5607
5608;Conta Corrente;"2020-07-26";5608
5609;Conta Corrente;"2022-09-12";5609
5610;Conta Corrente;"2021-05-27";5610
5611;Conta Corrente;"2021-07-11";5611
5612;Conta Corrente;"2019-12-13";5612
5613;Conta Corrente;"2021-05-14";5613
5614;Conta Corrente;"2020-06-16";5614
5615;Conta Corrente;"2021-02-03";5615
5616;Conta Corrente;"2021-06-13";5616
5617;Conta Corrente;"2022-06-14";5617
5618;Conta Corrente;"2018-03-03";5618
5619;Conta Corrente;"2019-03-11";5619
5620;Conta Corrente;"2019-03-20";5620
5621;Conta Corrente;"2020-12-06";5621
5622;Conta Corrente;"2022-03-02";5622
5623;Conta Corrente;"2018-10-18";5623
5624;Conta Corrente;"2018-02-20";5624
5625;Conta Corrente;"2018-12-21";5625
5626;Conta Corrente;"2021-03-15";5626
5627;Conta Corrente;"2022-05-10";5627
5628;Conta Corrente;"2018-12-07";5628
5629;Conta Corrente;"2020-04-11";5629
5630;Conta Corrente;"2018-11-10";5630
5631;Conta Corrente;"2019-09-10";5631
5632;Conta Corrente;"2021-06-07";5632
5633;Conta Corrente;"2022-08-17";5633
5634;Conta Corrente;"2021-10-18";5634
5635;Conta Corrente;"2022-02-10";5635
5636;Conta Corrente;"2021-03-01";5636
5637;Conta Corrente;"2021-11-29";5637
5638;Conta Corrente;"2022-08-09";5638
5639;Conta Corrente;"2018-10-07";5639
5640;Conta Corrente;"2021-08-23";5640
5641;Conta Corrente;"2021-01-14";5641
5642;Conta Corrente;"2022-03-30";5642
5643;Conta Corrente;"2018-08-16";5643
5644;Conta Corrente;"2019-06-10";5644
5645;Conta Corrente;"2019-09-25";5645
5646;Conta Corrente;"2021-09-01";5646
5647;Conta Corrente;"2022-11-02";5647
5648;Conta Corrente;"2019-03-21";5648
5649;Conta Corrente;"2021-10-14";5649
5650;Conta Corrente;"2019-01-22";5650
5651;Conta Corrente;"2020-05-20";5651
5652;Conta Corrente;"2019-10-01";5652
5653;Conta Corrente;"2018-04-04";5653
5654;Conta Corrente;"2021-02-16";5654
5655;Conta Corrente;"2019-11-03";5655
5656;Conta Corrente;"2019-03-07";5656
5657;Conta Corrente;"2019-05-14";5657
5658;Conta Corrente;"2019-03-24";5658
5659;Conta Corrente;"2020-01-23";5659
5660;Conta Corrente;"2021-08-04";5660
5661;Conta Corrente;"2020-01-14";5661
5662;Conta Corrente;"2021-09-13";5662
5663;Conta Corrente;"2020-01-22";5663
5664;Conta Corrente;"2019-09-11";5664
5665;Conta Corrente;"2020-07-12";5665
5666;Conta Corrente;"2019-03-16";5666
5667;Conta Corrente;"2022-10-23";5667
5668;Conta Corrente;"2019-06-23";5668
5669;Conta Corrente;"2018-11-03";5669
5670;Conta Corrente;"2018-08-11";5670
5671;Conta Corrente;"2018-02-24";5671
5672;Conta Corrente;"2021-10-30";5672
5673;Conta Corrente;"2022-10-20";5673
5674;Conta Corrente;"2018-09-22";5674
5675;Conta Corrente;"2018-04-20";5675
5676;Conta Corrente;"2019-07-26";5676
5677;Conta Corrente;"2022-05-05";5677
5678;Conta Corrente;"2018-03-04";5678
5679;Conta Corrente;"2020-09-25";5679
5680;Conta Corrente;"2021-02-28";5680
5681;Conta Corrente;"2019-03-08";5681
5682;Conta Corrente;"2018-02-24";5682
5683;Conta Corrente;"2022-11-11";5683
5684;Conta Corrente;"2019-05-23";5684
5685;Conta Corrente;"2021-03-24";5685
5686;Conta Corrente;"2019-09-25";5686
5687;Conta Corrente;"2020-07-08";5687
5688;Conta Corrente;"2022-07-18";5688
5689;Conta Corrente;"2020-11-28";5689
5690;Conta Corrente;"2022-07-12";5690
5691;Conta Corrente;"2021-03-02";5691
5692;Conta Corrente;"2022-11-23";5692
5693;Conta Corrente;"2021-04-06";5693
5694;Conta Corrente;"2018-04-04";5694
5695;Conta Corrente;"2019-08-15";5695
5696;Conta Corrente;"2018-10-29";5696
5697;Conta Corrente;"2019-05-31";5697
5698;Conta Corrente;"2019-06-19";5698
5699;Conta Corrente;"2020-04-02";5699
5700;Conta Corrente;"2020-03-14";5700
5701;Conta Corrente;"2020-01-09";5701
5702;Conta Corrente;"2020-05-08";5702
5703;Conta Corrente;"2019-01-24";5703
5704;Conta Corrente;"2019-11-10";5704
5705;Conta Corrente;"2021-01-10";5705
5706;Conta Corrente;"2019-04-26";5706
5707;Conta Corrente;"2021-05-17";5707
5708;Conta Corrente;"2020-05-27";5708
5709;Conta Corrente;"2019-06-09";5709
5710;Conta Corrente;"2019-02-21";5710
5711;Conta Corrente;"2018-08-06";5711
5712;Conta Corrente;"2020-07-27";5712
5713;Conta Corrente;"2019-03-29";5713
5714;Conta Corrente;"2018-06-28";5714
5715;Conta Corrente;"2021-11-28";5715
5716;Conta Corrente;"2022-06-02";5716
5717;Conta Corrente;"2020-03-04";5717
5718;Conta Corrente;"2019-06-18";5718
5719;Conta Corrente;"2021-12-29";5719
5720;Conta Corrente;"2018-02-11";5720
5721;Conta Corrente;"2019-01-09";5721
5722;Conta Corrente;"2020-03-11";5722
5723;Conta Corrente;"2022-12-16";5723
5724;Conta Corrente;"2022-03-27";5724
5725;Conta Corrente;"2020-05-26";5725
5726;Conta Corrente;"2019-08-12";5726
5727;Conta Corrente;"2018-02-03";5727
5728;Conta Corrente;"2021-10-05";5728
5729;Conta Corrente;"2021-01-09";5729
5730;Conta Corrente;"2020-04-17";5730
5731;Conta Corrente;"2018-12-30";5731
5732;Conta Corrente;"2018-01-29";5732
5733;Conta Corrente;"2022-08-06";5733
5734;Conta Corrente;"2020-01-05";5734
5735;Conta Corrente;"2019-11-21";5735
5736;Conta Corrente;"2020-08-28";5736
5737;Conta Corrente;"2021-04-11";5737
5738;Conta Corrente;"2018-04-18";5738
5739;Conta Corrente;"2018-02-03";5739
5740;Conta Corrente;"2022-08-31";5740
5741;Conta Corrente;"2019-05-21";5741
5742;Conta Corrente;"2018-08-22";5742
5743;Conta Corrente;"2020-04-07";5743
5744;Conta Corrente;"2020-07-28";5744
5745;Conta Corrente;"2019-01-30";5745
5746;Conta Corrente;"2019-03-18";5746
5747;Conta Corrente;"2020-01-10";5747
5748;Conta Corrente;"2021-03-15";5748
5749;Conta Corrente;"2020-08-14";5749
5750;Conta Corrente;"2019-01-19";5750
5751;Conta Corrente;"2021-04-07";5751
5752;Conta Corrente;"2021-08-04";5752
5753;Conta Corrente;"2021-03-12";5753
5754;Conta Corrente;"2021-04-03";5754
5755;Conta Corrente;"2020-11-10";5755
5756;Conta Corrente;"2018-08-17";5756
5757;Conta Corrente;"2022-10-25";5757
5758;Conta Corrente;"2020-11-26";5758
5759;Conta Corrente;"2022-05-04";5759
5760;Conta Corrente;"2020-11-15";5760
5761;Conta Corrente;"2018-03-26";5761
5762;Conta Corrente;"2018-05-15";5762
5763;Conta Corrente;"2020-11-26";5763
5764;Conta Corrente;"2022-10-11";5764
5765;Conta Corrente;"2020-04-30";5765
5766;Conta Corrente;"2022-09-28";5766
5767;Conta Corrente;"2020-06-20";5767
5768;Conta Corrente;"2018-08-22";5768
5769;Conta Corrente;"2018-01-25";5769
5770;Conta Corrente;"2020-07-06";5770
5771;Conta Corrente;"2018-05-03";5771
5772;Conta Corrente;"2019-05-27";5772
5773;Conta Corrente;"2021-02-06";5773
5774;Conta Corrente;"2020-07-20";5774
5775;Conta Corrente;"2021-12-04";5775
5776;Conta Corrente;"2022-02-18";5776
5777;Conta Corrente;"2021-09-17";5777
5778;Conta Corrente;"2018-12-25";5778
5779;Conta Corrente;"2020-05-14";5779
5780;Conta Corrente;"2019-05-13";5780
5781;Conta Corrente;"2019-12-25";5781
5782;Conta Corrente;"2018-09-01";5782
5783;Conta Corrente;"2022-11-27";5783
5784;Conta Corrente;"2018-03-18";5784
5785;Conta Corrente;"2021-11-14";5785
5786;Conta Corrente;"2020-10-18";5786
5787;Conta Corrente;"2018-10-14";5787
5788;Conta Corrente;"2021-09-20";5788
5789;Conta Corrente;"2018-09-25";5789
5790;Conta Corrente;"2018-02-27";5790
5791;Conta Corrente;"2019-08-17";5791
5792;Conta Corrente;"2018-11-30";5792
5793;Conta Corrente;"2018-06-24";5793
5794;Conta Corrente;"2022-06-24";5794
5795;Conta Corrente;"2018-09-22";5795
5796;Conta Corrente;"2020-10-04";5796
5797;Conta Corrente;"2022-04-03";5797
5798;Conta Corrente;"2021-02-21";5798
5799;Conta Corrente;"2021-05-07";5799
5800;Conta Corrente;"2022-04-09";5800
5801;Conta Corrente;"2018-09-09";5801
5802;Conta Corrente;"2021-08-19";5802
5803;Conta Corrente;"2018-09-14";5803
5804;Conta Corrente;"2021-09-27";5804
5805;Conta Corrente;"2019-03-21";5805
5806;Conta Corrente;"2022-07-31";5806
5807;Conta Corrente;"2020-11-27";5807
5808;Conta Corrente;"2022-11-17";5808
5809;Conta Corrente;"2018-08-06";5809
5810;Conta Corrente;"2018-04-22";5810
5811;Conta Corrente;"2019-04-10";5811
5812;Conta Corrente;"2020-07-11";5812
5813;Conta Corrente;"2018-12-03";5813
5814;Conta Corrente;"2019-03-19";5814
5815;Conta Corrente;"2020-09-07";5815
5816;Conta Corrente;"2022-09-29";5816
5817;Conta Corrente;"2021-12-16";5817
5818;Conta Corrente;"2021-06-03";5818
5819;Conta Corrente;"2021-07-01";5819
5820;Conta Corrente;"2022-08-23";5820
5821;Conta Corrente;"2021-07-13";5821
5822;Conta Corrente;"2018-02-27";5822
5823;Conta Corrente;"2018-08-04";5823
5824;Conta Corrente;"2021-12-17";5824
5825;Conta Corrente;"2022-08-03";5825
5826;Conta Corrente;"2019-04-07";5826
5827;Conta Corrente;"2019-10-02";5827
5828;Conta Corrente;"2021-11-15";5828
5829;Conta Corrente;"2022-05-11";5829
5830;Conta Corrente;"2018-02-17";5830
5831;Conta Corrente;"2021-03-06";5831
5832;Conta Corrente;"2018-01-29";5832
5833;Conta Corrente;"2021-09-17";5833
5834;Conta Corrente;"2021-10-31";5834
5835;Conta Corrente;"2021-10-08";5835
5836;Conta Corrente;"2022-11-17";5836
5837;Conta Corrente;"2021-06-11";5837
5838;Conta Corrente;"2019-09-16";5838
5839;Conta Corrente;"2022-10-16";5839
5840;Conta Corrente;"2021-12-27";5840
5841;Conta Corrente;"2019-12-19";5841
5842;Conta Corrente;"2019-02-05";5842
5843;Conta Corrente;"2019-07-20";5843
5844;Conta Corrente;"2020-11-02";5844
5845;Conta Corrente;"2020-04-04";5845
5846;Conta Corrente;"2022-03-09";5846
5847;Conta Corrente;"2020-08-13";5847
5848;Conta Corrente;"2019-04-02";5848
5849;Conta Corrente;"2020-08-22";5849
5850;Conta Corrente;"2019-02-24";5850
5851;Conta Corrente;"2018-12-04";5851
5852;Conta Corrente;"2019-03-16";5852
5853;Conta Corrente;"2019-04-04";5853
5854;Conta Corrente;"2019-06-19";5854
5855;Conta Corrente;"2018-03-13";5855
5856;Conta Corrente;"2018-11-17";5856
5857;Conta Corrente;"2020-09-05";5857
5858;Conta Corrente;"2019-11-24";5858
5859;Conta Corrente;"2022-09-13";5859
5860;Conta Corrente;"2020-01-27";5860
5861;Conta Corrente;"2019-12-24";5861
5862;Conta Corrente;"2020-11-28";5862
5863;Conta Corrente;"2020-02-07";5863
5864;Conta Corrente;"2018-09-21";5864
5865;Conta Corrente;"2019-10-10";5865
5866;Conta Corrente;"2018-11-26";5866
5867;Conta Corrente;"2018-08-20";5867
5868;Conta Corrente;"2018-04-02";5868
5869;Conta Corrente;"2020-07-24";5869
5870;Conta Corrente;"2018-06-16";5870
5871;Conta Corrente;"2022-03-10";5871
5872;Conta Corrente;"2022-06-23";5872
5873;Conta Corrente;"2019-07-03";5873
5874;Conta Corrente;"2018-10-09";5874
5875;Conta Corrente;"2020-05-07";5875
5876;Conta Corrente;"2021-09-16";5876
5877;Conta Corrente;"2022-11-27";5877
5878;Conta Corrente;"2022-11-30";5878
5879;Conta Corrente;"2022-11-29";5879
5880;Conta Corrente;"2020-07-30";5880
5881;Conta Corrente;"2019-02-05";5881
5882;Conta Corrente;"2018-11-13";5882
5883;Conta Corrente;"2021-09-25";5883
5884;Conta Corrente;"2020-04-20";5884
5885;Conta Corrente;"2020-04-13";5885
5886;Conta Corrente;"2021-11-17";5886
5887;Conta Corrente;"2021-02-16";5887
5888;Conta Corrente;"2022-11-30";5888
5889;Conta Corrente;"2018-10-23";5889
5890;Conta Corrente;"2020-11-11";5890
5891;Conta Corrente;"2020-01-07";5891
5892;Conta Corrente;"2020-09-26";5892
5893;Conta Corrente;"2018-10-22";5893
5894;Conta Corrente;"2022-01-25";5894
5895;Conta Corrente;"2021-05-30";5895
5896;Conta Corrente;"2020-07-13";5896
5897;Conta Corrente;"2022-12-03";5897
5898;Conta Corrente;"2021-12-30";5898
5899;Conta Corrente;"2020-09-24";5899
5900;Conta Corrente;"2020-07-07";5900
5901;Conta Corrente;"2022-05-27";5901
5902;Conta Corrente;"2019-12-15";5902
5903;Conta Corrente;"2020-01-10";5903
5904;Conta Corrente;"2018-12-09";5904
5905;Conta Corrente;"2020-09-03";5905
5906;Conta Corrente;"2022-04-29";5906
5907;Conta Corrente;"2022-08-07";5907
5908;Conta Corrente;"2020-08-12";5908
5909;Conta Corrente;"2022-04-10";5909
5910;Conta Corrente;"2022-07-17";5910
5911;Conta Corrente;"2018-03-23";5911
5912;Conta Corrente;"2018-05-27";5912
5913;Conta Corrente;"2018-06-11";5913
5914;Conta Corrente;"2021-11-28";5914
5915;Conta Corrente;"2020-08-26";5915
5916;Conta Corrente;"2020-09-04";5916
5917;Conta Corrente;"2020-10-27";5917
5918;Conta Corrente;"2018-10-25";5918
5919;Conta Corrente;"2020-08-15";5919
5920;Conta Corrente;"2021-07-31";5920
5921;Conta Corrente;"2021-08-18";5921
5922;Conta Corrente;"2022-08-04";5922
5923;Conta Corrente;"2019-05-09";5923
5924;Conta Corrente;"2022-05-21";5924
5925;Conta Corrente;"2021-09-10";5925
5926;Conta Corrente;"2022-09-18";5926
5927;Conta Corrente;"2019-12-14";5927
5928;Conta Corrente;"2021-08-24";5928
5929;Conta Corrente;"2021-09-28";5929
5930;Conta Corrente;"2022-08-20";5930
5931;Conta Corrente;"2019-03-13";5931
5932;Conta Corrente;"2021-03-05";5932
5933;Conta Corrente;"2019-08-15";5933
5934;Conta Corrente;"2021-03-04";5934
5935;Conta Corrente;"2022-01-24";5935
5936;Conta Corrente;"2022-03-31";5936
5937;Conta Corrente;"2020-07-12";5937
5938;Conta Corrente;"2021-09-11";5938
5939;Conta Corrente;"2019-11-22";5939
5940;Conta Corrente;"2019-11-01";5940
5941;Conta Corrente;"2021-04-08";5941
5942;Conta Corrente;"2020-01-25";5942
5943;Conta Corrente;"2020-03-08";5943
5944;Conta Corrente;"2021-08-30";5944
5945;Conta Corrente;"2019-01-04";5945
5946;Conta Corrente;"2022-10-15";5946
5947;Conta Corrente;"2019-05-16";5947
5948;Conta Corrente;"2021-10-12";5948
5949;Conta Corrente;"2018-08-20";5949
5950;Conta Corrente;"2021-12-10";5950
5951;Conta Corrente;"2020-05-23";5951
5952;Conta Corrente;"2022-03-20";5952
5953;Conta Corrente;"2021-07-26";5953
5954;Conta Corrente;"2021-09-11";5954
5955;Conta Corrente;"2021-08-20";5955
5956;Conta Corrente;"2020-04-16";5956
5957;Conta Corrente;"2021-06-10";5957
5958;Conta Corrente;"2018-08-14";5958
5959;Conta Corrente;"2018-12-20";5959
5960;Conta Corrente;"2020-03-19";5960
5961;Conta Corrente;"2018-04-14";5961
5962;Conta Corrente;"2020-02-12";5962
5963;Conta Corrente;"2018-06-04";5963
5964;Conta Corrente;"2019-11-08";5964
5965;Conta Corrente;"2018-04-27";5965
5966;Conta Corrente;"2022-06-09";5966
5967;Conta Corrente;"2019-02-18";5967
5968;Conta Corrente;"2020-10-18";5968
5969;Conta Corrente;"2021-03-02";5969
5970;Conta Corrente;"2020-12-22";5970
5971;Conta Corrente;"2022-08-01";5971
5972;Conta Corrente;"2019-06-21";5972
5973;Conta Corrente;"2018-01-28";5973
5974;Conta Corrente;"2019-10-19";5974
5975;Conta Corrente;"2018-03-01";5975
5976;Conta Corrente;"2019-01-13";5976
5977;Conta Corrente;"2019-08-15";5977
5978;Conta Corrente;"2019-06-26";5978
5979;Conta Corrente;"2022-10-06";5979
5980;Conta Corrente;"2020-03-15";5980
5981;Conta Corrente;"2018-06-17";5981
5982;Conta Corrente;"2020-03-10";5982
5983;Conta Corrente;"2019-06-15";5983
5984;Conta Corrente;"2021-12-22";5984
5985;Conta Corrente;"2018-12-01";5985
5986;Conta Corrente;"2018-02-13";5986
5987;Conta Corrente;"2019-04-19";5987
5988;Conta Corrente;"2022-04-23";5988
5989;Conta Corrente;"2018-09-08";5989
5990;Conta Corrente;"2020-03-20";5990
5991;Conta Corrente;"2019-07-22";5991
5992;Conta Corrente;"2018-12-02";5992
5993;Conta Corrente;"2022-04-13";5993
5994;Conta Corrente;"2019-12-06";5994
5995;Conta Corrente;"2020-09-21";5995
5996;Conta Corrente;"2022-07-20";5996
5997;Conta Corrente;"2019-05-27";5997
5998;Conta Corrente;"2021-10-22";5998
5999;Conta Corrente;"2020-05-19";5999
6000;Conta Corrente;"2022-07-08";6000
6001;Conta Corrente;"2019-10-25";6001
6002;Conta Corrente;"2019-12-31";6002
6003;Conta Corrente;"2019-01-07";6003
6004;Conta Corrente;"2019-11-03";6004
6005;Conta Corrente;"2021-09-29";6005
6006;Conta Corrente;"2019-02-18";6006
6007;Conta Corrente;"2020-10-27";6007
6008;Conta Corrente;"2018-05-25";6008
6009;Conta Corrente;"2020-07-25";6009
6010;Conta Corrente;"2020-08-14";6010
6011;Conta Corrente;"2020-07-20";6011
6012;Conta Corrente;"2020-12-22";6012
6013;Conta Corrente;"2022-10-04";6013
6014;Conta Corrente;"2021-12-14";6014
6015;Conta Corrente;"2019-12-25";6015
6016;Conta Corrente;"2018-09-15";6016
6017;Conta Corrente;"2022-01-08";6017
6018;Conta Corrente;"2021-03-25";6018
6019;Conta Corrente;"2022-12-19";6019
6020;Conta Corrente;"2022-08-29";6020
6021;Conta Corrente;"2018-06-24";6021
6022;Conta Corrente;"2019-07-21";6022
6023;Conta Corrente;"2018-08-12";6023
6024;Conta Corrente;"2022-09-16";6024
6025;Conta Corrente;"2021-06-07";6025
6026;Conta Corrente;"2021-04-15";6026
6027;Conta Corrente;"2022-04-17";6027
6028;Conta Corrente;"2022-10-13";6028
6029;Conta Corrente;"2020-02-16";6029
6030;Conta Corrente;"2019-09-16";6030
6031;Conta Corrente;"2022-05-01";6031
6032;Conta Corrente;"2021-11-22";6032
6033;Conta Corrente;"2021-08-27";6033
6034;Conta Corrente;"2018-05-20";6034
6035;Conta Corrente;"2018-10-06";6035
6036;Conta Corrente;"2020-06-07";6036
6037;Conta Corrente;"2019-06-19";6037
6038;Conta Corrente;"2021-07-15";6038
6039;Conta Corrente;"2020-10-12";6039
6040;Conta Corrente;"2021-12-24";6040
6041;Conta Corrente;"2019-03-11";6041
6042;Conta Corrente;"2018-05-13";6042
6043;Conta Corrente;"2019-12-27";6043
6044;Conta Corrente;"2018-12-24";6044
6045;Conta Corrente;"2022-04-08";6045
6046;Conta Corrente;"2021-12-02";6046
6047;Conta Corrente;"2019-08-21";6047
6048;Conta Corrente;"2021-04-28";6048
6049;Conta Corrente;"2020-03-07";6049
6050;Conta Corrente;"2019-08-20";6050
6051;Conta Corrente;"2021-01-06";6051
6052;Conta Corrente;"2020-08-10";6052
6053;Conta Corrente;"2021-02-19";6053
6054;Conta Corrente;"2021-07-30";6054
6055;Conta Corrente;"2020-05-08";6055
6056;Conta Corrente;"2019-08-08";6056
6057;Conta Corrente;"2019-11-24";6057
6058;Conta Corrente;"2019-09-05";6058
6059;Conta Corrente;"2019-06-02";6059
6060;Conta Corrente;"2021-12-22";6060
6061;Conta Corrente;"2021-05-02";6061
6062;Conta Corrente;"2018-10-13";6062
6063;Conta Corrente;"2020-11-24";6063
6064;Conta Corrente;"2020-01-09";6064
6065;Conta Corrente;"2019-02-11";6065
6066;Conta Corrente;"2021-08-12";6066
6067;Conta Corrente;"2022-05-28";6067
6068;Conta Corrente;"2020-07-12";6068
6069;Conta Corrente;"2020-03-07";6069
6070;Conta Corrente;"2020-03-20";6070
6071;Conta Corrente;"2019-07-18";6071
6072;Conta Corrente;"2021-04-28";6072
6073;Conta Corrente;"2020-07-13";6073
6074;Conta Corrente;"2021-06-24";6074
6075;Conta Corrente;"2022-04-02";6075
6076;Conta Corrente;"2019-10-31";6076
6077;Conta Corrente;"2020-06-07";6077
6078;Conta Corrente;"2018-12-03";6078
6079;Conta Corrente;"2018-03-10";6079
6080;Conta Corrente;"2022-07-25";6080
6081;Conta Corrente;"2020-07-03";6081
6082;Conta Corrente;"2021-02-25";6082
6083;Conta Corrente;"2020-03-16";6083
6084;Conta Corrente;"2018-09-04";6084
6085;Conta Corrente;"2019-10-07";6085
6086;Conta Corrente;"2022-07-04";6086
6087;Conta Corrente;"2020-03-24";6087
6088;Conta Corrente;"2021-08-11";6088
6089;Conta Corrente;"2019-03-21";6089
6090;Conta Corrente;"2021-08-05";6090
6091;Conta Corrente;"2020-08-13";6091
6092;Conta Corrente;"2022-07-02";6092
6093;Conta Corrente;"2022-04-29";6093
6094;Conta Corrente;"2018-07-19";6094
6095;Conta Corrente;"2019-07-23";6095
6096;Conta Corrente;"2018-06-22";6096
6097;Conta Corrente;"2022-02-09";6097
6098;Conta Corrente;"2018-12-29";6098
6099;Conta Corrente;"2020-12-13";6099
6100;Conta Corrente;"2019-04-29";6100
6101;Conta Corrente;"2021-02-28";6101
6102;Conta Corrente;"2022-06-11";6102
6103;Conta Corrente;"2022-08-06";6103
6104;Conta Corrente;"2018-09-22";6104
6105;Conta Corrente;"2020-12-15";6105
6106;Conta Corrente;"2021-11-18";6106
6107;Conta Corrente;"2020-07-04";6107
6108;Conta Corrente;"2018-06-03";6108
6109;Conta Corrente;"2022-10-02";6109
6110;Conta Corrente;"2020-08-24";6110
6111;Conta Corrente;"2022-12-08";6111
6112;Conta Corrente;"2020-04-16";6112
6113;Conta Corrente;"2018-10-31";6113
6114;Conta Corrente;"2020-03-04";6114
6115;Conta Corrente;"2020-12-01";6115
6116;Conta Corrente;"2020-07-18";6116
6117;Conta Corrente;"2019-09-18";6117
6118;Conta Corrente;"2018-03-06";6118
6119;Conta Corrente;"2019-03-11";6119
6120;Conta Corrente;"2020-11-17";6120
6121;Conta Corrente;"2021-09-20";6121
6122;Conta Corrente;"2021-10-04";6122
6123;Conta Corrente;"2020-05-31";6123
6124;Conta Corrente;"2021-01-29";6124
6125;Conta Corrente;"2022-04-03";6125
6126;Conta Corrente;"2021-12-02";6126
6127;Conta Corrente;"2021-07-02";6127
6128;Conta Corrente;"2021-05-25";6128
6129;Conta Corrente;"2022-11-12";6129
6130;Conta Corrente;"2019-06-27";6130
6131;Conta Corrente;"2022-09-03";6131
6132;Conta Corrente;"2021-01-21";6132
6133;Conta Corrente;"2018-12-17";6133
6134;Conta Corrente;"2022-04-21";6134
6135;Conta Corrente;"2021-09-24";6135
6136;Conta Corrente;"2021-11-13";6136
6137;Conta Corrente;"2021-03-20";6137
6138;Conta Corrente;"2019-04-10";6138
6139;Conta Corrente;"2022-03-29";6139
6140;Conta Corrente;"2021-01-01";6140
6141;Conta Corrente;"2021-11-13";6141
6142;Conta Corrente;"2022-03-17";6142
6143;Conta Corrente;"2018-04-30";6143
6144;Conta Corrente;"2022-08-26";6144
6145;Conta Corrente;"2019-06-01";6145
6146;Conta Corrente;"2021-03-12";6146
6147;Conta Corrente;"2020-03-25";6147
6148;Conta Corrente;"2021-01-28";6148
6149;Conta Corrente;"2021-04-28";6149
6150;Conta Corrente;"2021-05-16";6150
6151;Conta Corrente;"2018-12-28";6151
6152;Conta Corrente;"2020-01-28";6152
6153;Conta Corrente;"2020-02-29";6153
6154;Conta Corrente;"2021-05-09";6154
6155;Conta Corrente;"2018-03-10";6155
6156;Conta Corrente;"2019-06-14";6156
6157;Conta Corrente;"2020-04-22";6157
6158;Conta Corrente;"2021-08-21";6158
6159;Conta Corrente;"2022-10-18";6159
6160;Conta Corrente;"2020-03-15";6160
6161;Conta Corrente;"2018-02-27";6161
6162;Conta Corrente;"2022-07-03";6162
6163;Conta Corrente;"2018-04-17";6163
6164;Conta Corrente;"2019-01-25";6164
6165;Conta Corrente;"2021-11-02";6165
6166;Conta Corrente;"2021-12-22";6166
6167;Conta Corrente;"2022-11-20";6167
6168;Conta Corrente;"2020-02-02";6168
6169;Conta Corrente;"2018-04-13";6169
6170;Conta Corrente;"2022-02-27";6170
6171;Conta Corrente;"2018-02-15";6171
6172;Conta Corrente;"2022-02-05";6172
6173;Conta Corrente;"2021-05-25";6173
6174;Conta Corrente;"2018-05-27";6174
6175;Conta Corrente;"2021-10-13";6175
6176;Conta Corrente;"2022-10-05";6176
6177;Conta Corrente;"2021-07-19";6177
6178;Conta Corrente;"2019-01-18";6178
6179;Conta Corrente;"2020-11-14";6179
6180;Conta Corrente;"2019-11-26";6180
6181;Conta Corrente;"2022-05-15";6181
6182;Conta Corrente;"2021-10-23";6182
6183;Conta Corrente;"2021-12-05";6183
6184;Conta Corrente;"2019-07-25";6184
6185;Conta Corrente;"2020-03-13";6185
6186;Conta Corrente;"2022-01-24";6186
6187;Conta Corrente;"2020-12-17";6187
6188;Conta Corrente;"2022-06-15";6188
6189;Conta Corrente;"2020-09-26";6189
6190;Conta Corrente;"2020-10-16";6190
6191;Conta Corrente;"2019-09-09";6191
6192;Conta Corrente;"2020-11-04";6192
6193;Conta Corrente;"2020-04-29";6193
6194;Conta Corrente;"2019-12-06";6194
6195;Conta Corrente;"2021-11-11";6195
6196;Conta Corrente;"2019-03-13";6196
6197;Conta Corrente;"2018-12-09";6197
6198;Conta Corrente;"2021-10-12";6198
6199;Conta Corrente;"2021-03-26";6199
6200;Conta Corrente;"2019-03-03";6200
6201;Conta Corrente;"2020-12-21";6201
6202;Conta Corrente;"2021-04-22";6202
6203;Conta Corrente;"2018-04-20";6203
6204;Conta Corrente;"2019-05-27";6204
6205;Conta Corrente;"2021-08-29";6205
6206;Conta Corrente;"2022-01-12";6206
6207;Conta Corrente;"2019-03-13";6207
6208;Conta Corrente;"2020-03-28";6208
6209;Conta Corrente;"2018-02-10";6209
6210;Conta Corrente;"2022-01-07";6210
6211;Conta Corrente;"2022-02-02";6211
6212;Conta Corrente;"2022-06-07";6212
6213;Conta Corrente;"2020-11-11";6213
6214;Conta Corrente;"2021-01-19";6214
6215;Conta Corrente;"2019-01-10";6215
6216;Conta Corrente;"2018-02-03";6216
6217;Conta Corrente;"2020-02-24";6217
6218;Conta Corrente;"2021-12-08";6218
6219;Conta Corrente;"2022-06-30";6219
6220;Conta Corrente;"2022-11-01";6220
6221;Conta Corrente;"2019-10-05";6221
6222;Conta Corrente;"2019-03-21";6222
6223;Conta Corrente;"2020-09-17";6223
6224;Conta Corrente;"2022-01-14";6224
6225;Conta Corrente;"2021-02-05";6225
6226;Conta Corrente;"2019-08-10";6226
6227;Conta Corrente;"2018-04-07";6227
6228;Conta Corrente;"2021-12-26";6228
6229;Conta Corrente;"2018-06-03";6229
6230;Conta Corrente;"2021-06-13";6230
6231;Conta Corrente;"2018-03-09";6231
6232;Conta Corrente;"2021-05-05";6232
6233;Conta Corrente;"2019-10-16";6233
6234;Conta Corrente;"2018-06-09";6234
